dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,base_price,distance,fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
8/24/2012,3,1,8,15,0,5,1,2,0.76,0.6818,0.48,0.1343,99,251,350,4,3.823915906,10.1,-73.992888,40.752552,-73.956682,40.773285
7/10/2012,3,1,7,22,0,2,1,2,0.64,0.5758,0.83,0.1343,14,125,139,4,2.383561799,8.5,-73.980706,40.785131,-73.978953,40.763743
5/27/2012,2,1,5,15,0,0,0,1,0.78,0.7121,0.52,0.2836,290,245,535,8,13.1579103,29,-73.983217,40.731685,-73.924027,40.841162
5/3/2011,2,0,5,20,0,2,1,1,0.66,0.6212,0.61,0.194,28,262,290,4,0.887913991,4.5,-73.97873,40.785315,-73.973383,40.792195
4/19/2011,2,0,4,2,0,2,1,1,0.46,0.4545,0.67,0.2836,8,5,13,4,0.641972915,4,-73.977751,40.742508,-73.977063,40.73676
7/25/2012,3,1,7,12,0,3,1,1,0.76,0.6667,0.33,0,77,233,310,4,2.569572489,6.1,-73.997687,40.741025,-73.98036,40.760035
12/14/2011,4,0,12,14,0,3,1,2,0.38,0.3939,0.54,0.0896,17,134,151,4,1.570345603,4.9,-73.983118,40.737705,-73.97655,40.750917
1/1/2012,1,1,1,18,0,0,0,3,0.46,0.4545,0.59,0.2537,25,81,106,4,6.908470395,18.1,-73.904677,40.745427,-73.823568,40.754488
9/19/2012,3,1,9,14,0,3,1,1,0.62,0.6212,0.38,0.2537,59,227,286,4,1.105924906,5.7,-73.988715,40.777812,-73.975635,40.77868
6/23/2011,3,0,6,18,0,4,1,1,0.72,0.6818,0.7,0.4179,57,483,540,8,2.555916613,8.5,-73.97744751,40.75797653,-73.99528503,40.73939133
12/24/2012,1,1,12,12,0,1,1,2,0.28,0.303,0.56,0.0896,22,113,135,4,0.580501051,29.3,-73.971033,40.754056,-73.97588,40.757765
4/21/2012,2,1,4,13,0,6,0,1,0.66,0.6212,0.54,0.2239,291,358,649,8,13.57888502,48.1,-74.004956,40.720398,-73.878267,40.645075
9/5/2012,3,1,9,21,0,3,1,1,0.72,0.697,0.79,0,18,278,296,4,1.953511767,7.7,-73.98297,40.738984,-73.990799,40.755515
8/14/2012,3,1,8,18,0,2,1,1,0.76,0.7121,0.62,0.2836,97,757,854,8,2.568702848,8.5,-73.946373,40.777367,-73.968632,40.761583
4/1/2011,2,0,4,0,0,5,1,3,0.26,0.2576,1,0.1642,0,6,6,4,2.034857448,8.5,-73.979441,40.743721,-73.974908,40.76169
12/28/2011,1,0,12,20,0,3,1,1,0.24,0.2273,0.41,0.2239,9,70,79,4,2.446704363,7.5,-74.001763,40.735535,-74.013575,40.715442
2/20/2012,1,1,2,8,1,1,0,1,0.2,0.1818,0.59,0.3582,9,111,120,4,0.973530284,3.7,-73.954547,40.783953,-73.96003,40.776248
6/1/2012,2,1,6,8,0,5,1,2,0.64,0.5758,0.89,0.194,19,675,694,8,2.388924376,8.9,-73.985313,40.723688,-74.007462,40.710292
7/28/2011,3,0,7,11,0,4,1,1,0.84,0.8182,0.56,0.2836,41,113,154,4,5.74588693,30.8,-73.983557,40.7614,-74.033745,40.726433
10/18/2012,4,1,10,12,0,4,1,2,0.6,0.6212,0.53,0.2537,93,284,377,4,3.177515828,11,-74.006218,40.733917,-73.978887,40.753597
9/5/2011,3,0,9,22,1,1,0,2,0.6,0.5455,0.88,0.5821,15,49,64,4,2.754225994,19.3,-73.958221,40.773036,-73.97403,40.794712
4/16/2011,2,0,4,15,0,6,0,3,0.52,0.5,0.83,0.5821,16,62,78,4,12.56197472,24,-73.99248,40.763755,-73.927167,40.8653
1/17/2012,1,1,1,8,0,2,1,3,0.3,0.2879,0.81,0.2836,3,90,93,4,1.62683636,5.3,-73.98838,40.774687,-73.993982,40.76069
9/28/2011,4,0,9,12,0,3,1,2,0.68,0.6364,0.79,0,25,159,184,4,2.525561863,17.5,-73.954309,40.764293,-73.978623,40.777578
3/4/2011,1,0,3,0,0,5,1,2,0.2,0.197,0.55,0.194,0,12,12,4,4.214720535,16,-73.98944855,40.71879959,-73.98668671,40.75663376
12/10/2012,4,1,12,10,0,1,1,2,0.44,0.4394,0.94,0.2239,12,121,133,4,2.161872327,9.7,-73.978105,40.751525,-73.990752,40.734615
7/30/2012,3,1,7,22,0,1,1,2,0.7,0.6667,0.74,0.2239,47,183,230,4,1.652581673,7.3,-73.958225,40.781873,-73.963102,40.767482
4/6/2011,2,0,4,18,0,3,1,1,0.52,0.5,0.29,0.3582,43,282,325,4,21.62314622,95,-73.862951,40.768771,-73.652193,40.657995
8/8/2011,3,0,8,0,0,1,1,1,0.7,0.6667,0.79,0.1045,13,17,30,4,1.606333138,6,-73.986618,40.772049,-73.97507,40.783542
12/17/2012,4,1,12,11,0,1,1,2,0.4,0.4091,0.87,0.0896,22,148,170,4,3.512070132,12.5,-73.984821,40.768293,-73.98678,40.736753
2/23/2012,1,1,2,21,0,4,1,1,0.44,0.4394,0.51,0.2239,17,205,222,4,4.018898387,8.9,-73.95391,40.775357,-73.98482,40.747837
9/6/2012,3,1,9,5,0,4,1,2,0.7,0.6667,0.84,0.194,3,35,38,4,1.034049614,6.5,-74.003435,40.738747,-74.00396,40.748035
9/25/2012,4,1,9,2,0,2,1,1,0.42,0.4242,0.77,0.1343,5,9,14,4,3.060849433,10.1,-73.979233,40.729927,-74.0044,40.710092
8/21/2011,3,0,8,22,0,0,0,2,0.7,0.6667,0.79,0.194,37,97,134,4,0.596263902,3.7,-73.982088,40.727811,-73.983149,40.722511
8/7/2011,3,0,8,6,0,0,0,1,0.7,0.6667,0.89,0.1642,3,10,13,4,3.057808201,10.1,-73.973965,40.779099,-73.978179,40.751794
4/19/2012,2,1,4,11,0,4,1,1,0.52,0.5,0.48,0,46,183,229,4,1.501041393,8,-73.958255,40.760457,-73.960286,40.773864
12/24/2012,1,1,12,8,0,1,1,1,0.22,0.2727,0.69,0,4,62,66,4,3.062338698,10.5,-73.962842,40.778207,-73.975015,40.752265
12/10/2011,4,0,12,13,0,6,0,1,0.34,0.303,0.34,0.4179,47,239,286,4,1.3640307,6,-73.949482,40.714081,-73.965581,40.712865
2/23/2011,1,0,2,2,0,3,1,1,0.12,0.1515,0.5,0.1343,0,1,1,4,0.702654126,4,-73.980912,40.77959,-73.980857,40.785907
6/18/2011,2,0,6,3,0,6,0,1,0.6,0.5455,0.88,0.0896,4,16,20,4,1.217388471,7,-73.982233,40.758038,-73.971601,40.76545
12/8/2011,4,0,12,15,0,4,1,1,0.32,0.3333,0.45,0.1343,19,98,117,4,2.769685112,8.5,-73.957308,40.770188,-73.981328,40.753187
11/28/2012,4,1,11,4,0,3,1,2,0.26,0.2576,0.7,0.194,0,4,4,4,8.229284925,18.5,-73.991868,40.695547,-73.954272,40.763826
8/14/2011,3,0,8,3,0,0,0,2,0.64,0.5606,0.94,0.2537,5,22,27,4,7.576135752,17.7,-73.997598,40.68334,-73.988598,40.75111
6/21/2011,3,0,6,9,0,2,1,2,0.62,0.5606,0.88,0.2537,32,243,275,4,1.44963986,6.5,-73.980173,40.744067,-73.995823,40.749478
7/21/2012,3,1,7,21,0,6,0,2,0.6,0.5455,0.88,0.1642,29,134,163,4,2.381594229,9.5,-73.971768,40.757644,-73.978365,40.736824
12/26/2012,1,1,12,6,0,3,1,2,0.22,0.2121,0.69,0.2239,0,36,36,4,1.702281987,6.5,-74.004255,40.716578,-73.984684,40.720345
10/26/2011,4,0,10,23,0,3,1,2,0.48,0.4697,0.88,0.0896,3,72,75,4,1.076246454,5.5,-73.95835114,40.77581024,-73.96794128,40.76941681
8/26/2011,3,0,8,15,0,5,1,2,0.8,0.7727,0.59,0.194,53,196,249,4,1.26697155,7.3,-73.971098,40.760947,-73.97831,40.750952
2/11/2011,1,0,2,6,0,5,1,1,0.1,0.1818,0.68,0,1,23,24,4,1.655015459,5.3,-73.991559,40.744389,-74.003473,40.732561
8/5/2012,3,1,8,12,0,0,0,1,0.86,0.803,0.47,0.5224,161,330,491,8,1.228240499,4.9,-73.998437,40.760717,-73.990257,40.751577
8/17/2012,3,1,8,15,0,5,1,1,0.86,0.2424,0.3,0.4627,127,256,383,4,1.352154486,4.9,-73.99576,40.716464,-73.989034,40.7275
10/28/2011,4,0,10,18,0,5,1,2,0.36,0.3485,0.53,0.1642,36,332,368,4,4.38136062,14,-73.98915863,40.75765991,-73.95320129,40.78612137
1/27/2011,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,3,76,79,4,2.117471292,6.9,-73.988373,40.753971,-74.007192,40.741356
3/24/2012,2,1,3,8,0,6,0,2,0.5,0.4848,0.94,0.194,41,113,154,4,2.093548374,7.3,-73.989712,40.73435,-73.975243,40.719052
6/22/2012,3,1,6,7,0,5,1,1,0.74,0.6818,0.58,0.1642,19,340,359,4,2.418569453,7.5,-73.968137,40.800232,-73.981492,40.780982
5/30/2012,2,1,5,12,0,3,1,1,0.7,0.6515,0.54,0,33,220,253,4,1.765593177,7.3,-73.975837,40.759397,-73.995643,40.764585
2/20/2012,1,1,2,18,1,1,0,1,0.34,0.3182,0.34,0.2239,27,215,242,4,3.166959481,10.5,-73.980437,40.783452,-73.9444,40.775327
5/12/2011,2,0,5,7,0,4,1,1,0.46,0.4545,0.88,0.1343,14,283,297,4,4.419739504,17.3,-73.987272,40.72218,-73.979549,40.761482
11/19/2012,4,1,11,20,0,1,1,2,0.38,0.3939,0.62,0.2537,7,252,259,4,1.101228697,5.7,-73.9915,40.7542,-73.9787,40.7522
11/7/2011,4,0,11,12,0,1,1,1,0.46,0.4545,0.67,0,21,158,179,4,2.865136695,8.9,-74.009703,40.720065,-73.993088,40.742537
7/27/2011,3,0,7,18,0,3,1,1,0.82,0.7121,0.28,0.1045,78,463,541,8,0.814799401,8,-73.98102,40.741872,-73.97538,40.747822
2/18/2012,1,1,2,0,0,6,0,1,0.34,0.3333,0.42,0.1642,5,81,86,4,5.581093567,16.5,-73.988247,40.757648,-73.924034,40.769987
4/21/2011,2,0,4,11,0,4,1,1,0.44,0.4394,0.41,0.2836,34,99,133,4,1.215024857,6.9,-73.985558,40.759531,-73.980463,40.749312
4/14/2011,2,0,4,18,0,4,1,1,0.56,0.5303,0.3,0,47,290,337,4,6.900696005,15.7,-73.963917,40.808227,-73.997672,40.751697
9/3/2012,3,1,9,9,1,1,0,2,0.7,0.6667,0.84,0.1343,71,158,229,4,4.67854838,9.5,-73.986723,40.725725,-73.959888,40.762547
10/18/2011,4,0,10,20,0,2,1,1,0.54,0.5152,0.64,0.1642,23,204,227,4,3.388959616,15.5,-73.956608,40.778035,-73.956515,40.747567
5/9/2011,2,0,5,23,0,1,1,1,0.5,0.4848,0.68,0.0896,16,45,61,4,2.118601913,8.1,-73.985133,40.749003,-73.99356,40.731058
1/13/2012,1,1,1,21,0,5,1,1,0.24,0.2121,0.41,0.2836,7,95,102,4,1.839124731,5.3,-73.952637,40.789304,-73.940128,40.802858
3/10/2011,1,0,3,8,0,4,1,3,0.38,0.3939,0,0.2836,1,43,44,4,20.30752105,57.33,-73.9555,40.776397,-73.78998,40.643767
11/21/2012,4,1,11,14,0,3,1,1,0.46,0.4545,0.33,0.194,84,329,413,4,4.960186223,21,-73.96425629,40.8074913,-73.95623016,40.76331329
6/6/2011,2,0,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,39,72,111,4,1.425374897,6.5,-73.991297,40.74998,-73.975657,40.754863
7/1/2011,3,0,7,21,0,5,1,1,0.7,0.6364,0.45,0.194,69,149,218,4,1.666686058,8.1,-73.9851,40.753117,-73.986668,40.73818
11/21/2012,4,1,11,19,0,3,1,1,0.38,0.3939,0.43,0.194,23,220,243,4,2.289997282,6.5,-74.005282,40.719885,-74.004027,40.740451
7/5/2012,3,1,7,21,0,4,1,1,0.84,0.7727,0.47,0.194,91,232,323,4,3.452660394,13,-73.957887,40.721927,-73.920888,40.70862
3/26/2011,2,0,3,6,0,6,0,1,0.18,0.1818,0.55,0.194,2,8,10,4,4.297744799,18.5,-73.98419952,40.72918701,-73.98299408,40.76781464
12/14/2012,4,1,12,23,0,5,1,1,0.28,0.303,0.75,0.0896,11,123,134,4,2.17995942,12.9,-73.963058,40.799137,-73.938196,40.804607
8/2/2012,3,1,8,4,0,4,1,1,0.66,0.6061,0.83,0,0,9,9,4,3.603578297,12,-73.971772,40.762947,-73.971052,40.79534
10/22/2012,4,1,10,21,0,1,1,1,0.48,0.4697,0.67,0.0896,19,155,174,4,2.708905558,13,-73.961897,40.776222,-73.973175,40.753415
11/26/2012,4,1,11,20,0,1,1,1,0.34,0.3636,0.49,0,12,265,277,4,0.872720663,4.5,-73.957512,40.76155,-73.96403,40.755452
6/23/2011,3,0,6,22,0,4,1,2,0.7,0.6667,0.74,0.2239,23,139,162,4,1.526468384,7,-74.003078,40.75152,-74.000031,40.737992
9/10/2012,3,1,9,23,0,1,1,1,0.54,0.5152,0.52,0,7,86,93,4,1.112205421,5.5,-73.97302246,40.76192093,-73.9598465,40.76254272
3/20/2011,1,0,3,22,0,0,0,2,0.34,0.303,0.53,0.3284,8,30,38,4,5.208296262,14.1,-73.984158,40.767196,-73.922397,40.769349
7/31/2012,3,1,7,11,0,2,1,1,0.76,0.7121,0.58,0,54,170,224,4,3.06844257,7.3,-73.968864,40.764368,-73.988125,40.740956
5/11/2012,2,1,5,3,0,5,1,1,0.46,0.4545,0.41,0.2836,5,8,13,4,0.538803337,3,-73.974534,40.788396,-73.971256,40.792556
1/22/2012,1,1,1,4,0,0,0,3,0.16,0.1364,0.8,0.2836,1,1,2,4,1.03731896,5.5,-73.992644,40.737435,-74.004952,40.737461
3/19/2012,1,1,3,18,0,1,1,1,0.64,0.6212,0.57,0.2537,120,681,801,8,1.871638397,8.5,-74.006968,40.74391,-73.992952,40.730858
6/5/2012,2,1,6,15,0,2,1,2,0.58,0.5455,0.46,0.1343,54,218,272,4,2.272462759,7.7,-73.992948,40.733958,-73.978318,40.75112
4/9/2012,2,1,4,11,0,1,1,1,0.52,0.5,0.27,0.4179,96,127,223,4,1.230307349,4.1,-73.973233,40.763922,-73.986613,40.768355
6/1/2011,2,0,6,12,0,3,1,1,0.86,0.8333,0.53,0,32,137,169,4,6.1882154,16.5,-74.016492,40.709785,-73.9846,40.759897
4/27/2012,2,1,4,22,0,5,1,1,0.42,0.4242,0.38,0.2537,24,134,158,4,4.151241053,12.1,-73.989217,40.777002,-73.978888,40.74051
4/26/2011,2,0,4,17,0,2,1,1,0.68,0.6364,0.61,0.3582,66,455,521,8,2.217831768,8.5,-73.995332,40.741525,-73.981832,40.72441
5/5/2011,2,0,5,22,0,4,1,1,0.48,0.4697,0.39,0.194,30,135,165,4,0.986625622,3.7,-73.982253,40.776615,-73.977322,40.784661
1/16/2012,1,1,1,8,1,1,0,1,0.1,0.1212,0.58,0.1642,3,75,78,4,2.496166987,7.1,-73.98123,40.760432,-73.98983,40.738957
5/25/2011,2,0,5,20,0,3,1,1,0.7,0.6515,0.61,0.1642,56,284,340,4,2.740502032,10.1,-74.005668,40.750955,-73.975967,40.760998
6/13/2011,2,0,6,11,0,1,1,1,0.66,0.6212,0.41,0.2985,53,106,159,4,1.893861762,6.5,-73.991757,40.750132,-73.983405,40.734325
4/11/2012,2,1,4,15,0,3,1,3,0.38,0.3939,0.46,0.2239,50,152,202,4,5.674745035,18.1,-73.98895,40.759125,-74.011075,40.71094
6/8/2011,2,0,6,3,0,3,1,1,0.64,0.5758,0.89,0.0896,2,1,3,4,1.549329977,6.5,-73.956327,40.781807,-73.965215,40.769612
10/2/2011,4,0,10,18,0,0,0,2,0.36,0.3485,0.81,0.194,16,158,174,4,0.313283793,3.3,-73.963779,40.771035,-73.960178,40.770331
4/13/2012,2,1,4,0,0,5,1,1,0.4,0.4091,0.37,0.2537,14,41,55,4,3.781449798,8.9,-74.002452,40.718918,-73.984025,40.749915
6/1/2012,2,1,6,16,0,5,1,3,0.74,0.6818,0.58,0.4478,36,186,222,4,2.837229968,6.9,-73.968852,40.754579,-73.982103,40.73113
12/22/2012,1,1,12,3,0,6,0,1,0.26,0.2121,0.48,0.4478,0,7,7,4,6.384230398,14,-74.008202,40.722542,-73.983422,40.776782
7/11/2012,3,1,7,13,0,3,1,2,0.8,0.7121,0.42,0.1642,65,208,273,4,3.604943871,11,-73.998807,40.76124,-74.005363,40.729213
3/23/2012,2,1,3,23,0,5,1,1,0.6,0.5909,0.69,0.2537,51,125,176,4,4.393790418,15.5,-74.00624084,40.71736908,-73.99217224,40.75540543
11/20/2011,4,0,11,9,0,0,0,1,0.44,0.4394,0.72,0.1642,29,109,138,4,2.421008822,6.9,-73.977808,40.755119,-73.959392,40.771828
8/1/2012,3,1,8,6,0,3,1,1,0.64,0.5909,0.78,0.1343,6,179,185,4,1.131718444,7,-73.97553253,40.7513504,-73.97958374,40.76105118
7/21/2012,3,1,7,4,0,6,0,3,0.58,0.5455,0.88,0.2836,11,5,16,4,3.242980231,9.7,-73.949825,40.772112,-73.97059,40.796665
10/22/2011,4,0,10,1,0,6,0,1,0.4,0.4091,0.62,0.194,20,50,70,4,1.739856507,9.5,-73.991988,40.750027,-73.97169,40.747162
11/1/2012,4,1,11,19,0,4,1,2,0.4,0.4091,0.5,0.1642,28,424,452,4,1.883140737,8,-73.970427,40.79901,-73.978223,40.783142
8/1/2012,3,1,8,0,0,3,1,1,0.68,0.6364,0.79,0.1642,3,44,47,4,1.858115202,8,-73.98889923,40.69203568,-73.96746063,40.69588852
10/15/2012,4,1,10,18,0,1,1,3,0.54,0.5152,0.77,0.1343,52,540,592,8,2.11326599,8.5,-74.00131226,40.75193787,-73.98169708,40.76377869
10/20/2012,4,1,10,19,0,6,0,1,0.5,0.4848,0.45,0.1343,77,268,345,4,1.296018878,4.5,-73.983212,40.760136,-73.991414,40.750279
1/11/2012,1,1,1,4,0,3,1,1,0.2,0.2121,0.8,0.1343,0,2,2,4,1.087155338,10.5,-73.952912,40.780218,-73.954078,40.789952
11/25/2011,4,0,11,3,0,5,1,1,0.28,0.2879,0.75,0.1045,0,2,2,4,2.278082351,6.9,-73.984728,40.758964,-74.008259,40.748878
8/5/2011,3,0,8,16,0,5,1,1,0.8,0.7424,0.49,0.2537,76,254,330,4,3.006835826,9.3,-73.985882,40.72689,-73.99258,40.753442
5/30/2012,2,1,5,3,0,3,1,3,0.62,0.5606,0.88,0.1343,0,5,5,4,7.609804643,21,-73.9827,40.69372,-73.89645,40.67365
6/14/2012,2,1,6,12,0,4,1,2,0.66,0.6212,0.61,0.2239,55,210,265,4,1.758165316,7.3,-73.994022,40.746412,-74.000242,40.7615
1/30/2012,1,1,1,7,0,1,1,1,0.22,0.2121,0.44,0.2836,4,221,225,4,1.896360146,9,-73.990235,40.755914,-73.968652,40.760751
4/28/2011,2,0,4,4,0,4,1,2,0.62,0.5758,0.83,0.4179,4,5,9,4,21.62705572,57.33,-73.776884,40.64554,-73.981545,40.76273
4/20/2011,2,0,4,12,0,3,1,1,0.7,0.6515,0.48,0.3881,28,117,145,4,2.044592646,12.5,-73.979652,40.74854,-74.000367,40.758113
3/3/2012,1,1,3,9,0,6,0,3,0.38,0.3939,0.87,0.0896,7,87,94,4,2.893116459,8.1,-74.00159,40.730598,-73.997893,40.756457
4/6/2012,2,1,4,14,0,5,1,1,0.48,0.4697,0.29,0.3881,240,250,490,8,0.765786464,5,-73.97872,40.750283,-73.980737,40.74357
9/16/2011,3,0,9,13,0,5,1,2,0.54,0.5152,0.42,0,55,168,223,4,1.108706176,7,-73.98957,40.741765,-73.986405,40.75144
11/9/2011,4,0,11,14,0,3,1,1,0.52,0.5,0.48,0.1642,26,153,179,4,5.701447667,13.7,-73.948372,40.797965,-73.989603,40.757313
5/16/2012,2,1,5,7,0,3,1,1,0.56,0.5303,0.83,0,14,426,440,4,6.125237245,12.5,-74.000947,40.747258,-73.971438,40.797588
1/16/2011,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,4,2.494215684,8.5,-73.950868,40.786308,-73.954136,40.764021
4/28/2012,2,1,4,16,0,6,0,2,0.44,0.4394,0.38,0.194,132,244,376,4,0.105768368,2.5,-73.725993,40.686509,-73.726348,40.685597
6/1/2011,2,0,6,11,0,3,1,2,0.82,0.803,0.59,0.2239,26,86,112,4,2.151875507,6.9,-73.974793,40.759865,-73.955718,40.772732
3/27/2011,2,0,3,4,0,0,0,3,0.18,0.197,0.74,0.1642,1,5,6,4,9.779430412,33.7,-73.863312,40.7695,-73.978935,40.761668
4/30/2012,2,1,4,11,0,1,1,2,0.44,0.4394,0.44,0.1045,52,111,163,4,2.595865387,10,-73.980095,40.751537,-73.961965,40.770407
9/9/2011,3,0,9,23,0,5,1,1,0.62,0.5455,0.94,0.0896,35,113,148,4,5.698992475,14.5,-73.992477,40.756477,-73.924979,40.759807
12/16/2012,4,1,12,18,0,0,0,3,0.38,0.3939,0.82,0.1045,8,99,107,4,2.316832791,7.3,-74.014156,40.705917,-73.99993,40.723738
6/25/2011,3,0,6,17,0,6,0,1,0.74,0.6667,0.42,0.2239,152,247,399,4,4.425454402,14.1,-73.981125,40.733452,-73.978157,40.773175
11/10/2011,4,0,11,16,0,4,1,3,0.36,0.3485,0.81,0.2239,6,67,73,4,6.534874573,21.5,-74.01059,40.705847,-73.982535,40.760617
11/24/2011,4,0,11,22,1,4,0,1,0.36,0.3485,0.71,0.1642,8,14,22,4,1.862938964,6.5,-74.00793,40.723417,-74.01265,40.707055
8/24/2011,3,0,8,12,0,3,1,1,0.74,0.6818,0.55,0.3284,60,175,235,4,4.43578796,13.5,-73.972497,40.759407,-74.00538,40.728267
4/7/2011,2,0,4,23,0,4,1,1,0.38,0.3939,0.76,0.2537,9,45,54,4,0.038817604,2.5,-73.973214,40.790254,-73.972983,40.790556
9/29/2012,4,1,9,9,0,6,0,1,0.5,0.4848,0.63,0.194,69,263,332,4,1.439987764,5.7,-73.978207,40.758017,-73.980776,40.770816
7/22/2011,3,0,7,12,0,5,1,1,0.94,0.9545,0.48,0.1642,20,95,115,4,4.066137778,15.5,-73.991462,40.735057,-73.954283,40.711767
7/22/2011,3,0,7,16,0,5,1,3,0.9,0.8333,0.39,0.2985,29,153,182,4,0.981951467,6,-73.96794,40.802,-73.967193,40.79319
5/7/2012,2,1,5,7,0,1,1,2,0.48,0.4697,0.82,0.1045,18,367,385,4,9.280468549,25.47,-73.870575,40.773562,-73.937207,40.840028
6/18/2011,2,0,6,4,0,6,0,1,0.6,0.5455,0.88,0.0896,1,4,5,4,1.569441795,4.9,-73.974204,40.754737,-73.982441,40.742082
10/23/2011,4,0,10,6,0,0,0,1,0.32,0.3333,0.87,0.1045,0,12,12,4,12.08252924,20.9,-73.98361,40.765375,-73.927905,40.865487
6/26/2012,3,1,6,23,0,2,1,1,0.62,0.6212,0.41,0.1343,13,118,131,4,0.430004676,3.5,-73.985065,40.748322,-73.987232,40.744822
2/26/2012,1,1,2,9,0,0,0,1,0.22,0.2121,0.47,0.2239,11,76,87,4,12.51302002,26,-74.001692,40.730732,-73.946297,40.835117
11/14/2011,4,0,11,9,0,1,1,2,0.48,0.4697,0.67,0.3284,29,204,233,4,2.867853453,8.5,-73.982198,40.775652,-73.991182,40.750783
12/12/2012,4,1,12,2,0,3,1,1,0.28,0.2727,0.56,0.1642,5,4,9,4,0.759763933,6.1,-73.994037,40.732327,-73.989612,40.738278
2/21/2012,1,1,2,18,0,2,1,1,0.38,0.3939,0.4,0.4478,11,414,425,4,0,5.3,-73.932606,40.751246,-73.932606,40.751246
7/5/2012,3,1,7,4,0,4,1,1,0.72,0.6667,0.58,0,0,7,7,4,2.929601658,8.9,-73.98118,40.72493,-73.976428,40.751021
8/1/2012,3,1,8,12,0,3,1,1,0.8,0.7424,0.49,0.1045,75,209,284,4,0.223551285,2.9,-73.950989,40.709332,-73.953359,40.708431
9/30/2012,4,1,9,18,0,0,0,1,0.52,0.5,0.59,0.4478,91,310,401,4,1.135148022,6,-73.980544,40.767382,-73.985959,40.758037
1/3/2011,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,10,41,51,4,0.585193546,3.5,-73.96765,40.76078,-73.96414,40.76532
11/23/2011,4,0,11,10,0,3,1,2,0.52,0.5,0.94,0.194,6,70,76,4,0.644459074,4.1,-73.993575,40.757105,-74.001223,40.757015
3/8/2012,1,1,3,10,0,4,1,1,0.5,0.4848,0.68,0.4627,19,119,138,4,1.448733975,4.5,-73.977194,40.75001,-73.987143,40.739388
3/3/2011,1,0,3,19,0,4,1,1,0.2,0.197,0.4,0.2537,5,101,106,4,3.795090284,10.5,-74.003835,40.742786,-73.963083,40.757313
1/10/2011,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,4,5.782511638,17.5,-74.010294,40.708637,-73.975516,40.753449
2/25/2011,1,0,2,14,0,5,1,3,0.56,0.5303,0.56,0.6119,14,71,85,4,0.763754703,3.7,-73.994655,40.75072,-73.989937,40.756583
3/15/2011,1,0,3,15,0,2,1,2,0.38,0.3939,0.43,0.2836,24,66,90,4,0.938502567,5.5,-73.968412,40.786502,-73.978802,40.783452
12/22/2011,1,0,12,17,0,4,1,2,0.44,0.4394,0.67,0.1642,24,332,356,4,2.105000637,7.7,-73.939931,40.662112,-73.923336,40.676244
5/19/2012,2,1,5,12,0,6,0,1,0.66,0.6212,0.36,0,276,366,642,8,2.043724254,8.5,-73.982526,40.771523,-73.977683,40.753519
5/17/2011,2,0,5,3,0,2,1,3,0.54,0.5152,0.94,0.2537,1,3,4,4,2.832828754,6.5,-73.9678,40.756095,-73.983857,40.73372
4/15/2012,2,1,4,16,0,0,0,1,0.72,0.6515,0.39,0.3582,286,330,616,8,1.35771537,7.5,-73.997356,40.722242,-73.985681,40.713834
8/6/2012,3,1,8,14,0,1,1,1,0.82,0.7576,0.46,0,99,188,287,4,0.914557174,5.5,-73.99233,40.764165,-73.990753,40.75603
10/17/2012,4,1,10,15,0,3,1,2,0.58,0.5455,0.43,0.2239,62,239,301,4,0.584666984,4,-73.977077,40.774487,-73.980675,40.769992
11/17/2011,4,0,11,3,0,4,1,2,0.42,0.4242,0.77,0.3284,0,3,3,4,1.230981959,5.7,-73.953076,40.786174,-73.953054,40.775107
10/16/2012,4,1,10,15,0,2,1,1,0.54,0.5152,0.41,0.3284,76,270,346,4,1.081382182,6.1,-73.994727,40.736211,-73.989651,40.74514
12/24/2011,1,0,12,2,0,6,0,2,0.32,0.3333,0.66,0.0896,4,22,26,4,0.909765408,3.7,-73.976858,40.788278,-73.981504,40.780894
9/3/2011,3,0,9,3,0,6,0,1,0.62,0.5909,0.73,0.1642,17,18,35,4,2.935978583,9.7,-74.002669,40.739891,-74.013656,40.714843
7/2/2011,3,0,7,17,0,6,0,1,0.84,0.7273,0.3,0.2239,179,170,349,4,1.389273383,9.3,-73.991142,40.75548,-73.993423,40.74311
11/22/2011,4,0,11,17,0,2,1,3,0.44,0.4394,1,0.0896,4,161,165,4,1.345994955,5,-73.983703,40.746743,-73.978858,40.758274
2/2/2011,1,0,2,11,0,3,1,2,0.24,0.2273,0.93,0.194,5,47,52,4,1.425858729,7.3,-73.97426,40.791495,-73.963153,40.78182
9/20/2012,3,1,9,2,0,4,1,1,0.46,0.4545,0.72,0.0896,2,9,11,4,5.486967391,12.5,-73.988932,40.741377,-73.956372,40.7841
11/7/2011,4,0,11,6,0,1,1,2,0.28,0.3182,0.93,0,2,97,99,4,2.369348702,9.3,-73.981536,40.778783,-73.954278,40.78405
12/29/2011,1,0,12,2,0,4,1,1,0.2,0.2273,0.51,0.1045,0,3,3,4,2.486523865,3.7,-73.982597,40.776232,-73.954002,40.770682
