instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,fare_amount,passenger_count,distance
16162,11/11/2012,4,1,11,3,0,0,0,1,0.34,0.3636,0.81,0,9,39,48,4.5,5,0.912021083
774,2/4/2011,1,0,2,16,0,5,1,2,0.3,0.2879,0.42,0.2239,8,91,99,16.1,5,5.678510856
14446,8/30/2012,3,1,8,2,0,4,1,1,0.62,0.5909,0.73,0,3,14,17,4.9,6,1.049984671
6722,10/12/2011,4,0,10,15,0,3,1,3,0.54,0.5152,0.94,0.2537,3,42,45,9.7,2,1.015059147
17087,12/19/2012,4,1,12,17,0,3,1,1,0.4,0.4091,0.5,0.3881,26,536,562,5.5,3,0.997442438
12130,5/25/2012,2,1,5,14,0,5,1,1,0.74,0.6818,0.58,0.1343,104,263,367,6.5,5,2.107913847
1569,3/10/2011,1,0,3,19,0,4,1,3,0.44,0.4394,0,0.5821,5,51,56,54.3,1,0
12668,6/17/2012,2,1,6,0,0,0,0,1,0.56,0.5303,0.56,0.1343,31,117,148,6.9,1,2.578573088
2471,4/17/2011,2,0,4,20,0,0,0,1,0.52,0.5,0.36,0.194,44,97,141,6,1,0.979394683
1898,3/24/2011,2,0,3,20,0,4,1,1,0.28,0.2576,0.61,0.2836,8,110,118,9.5,1,3.048896575
16611,11/29/2012,4,1,11,21,0,4,1,1,0.26,0.2727,0.65,0.1343,7,201,208,8,1,1.742960152
519,1/23/2011,1,0,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,5,50,55,7,1,1.806834821
14253,8/22/2012,3,1,8,1,0,3,1,1,0.62,0.5909,0.78,0,1,20,21,10.1,1,3.823915906
14116,8/16/2012,3,1,8,8,0,4,1,1,0.68,0.6364,0.61,0.194,33,649,682,8.5,1,2.383561799
14399,8/28/2012,3,1,8,3,0,2,1,1,0.66,0.5909,0.89,0.1343,0,4,4,29,1,13.1579103
949,2/12/2011,1,0,2,3,0,6,0,1,0.12,0.197,0.8,0,3,7,10,4.5,4,0.887913991
126,1/6/2011,1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,2,57,59,4,1,0.641972915
9315,1/29/2012,1,1,1,0,0,0,0,1,0.3,0.2879,0.33,0.2239,15,81,96,6.1,5,2.569572489
11486,4/28/2012,2,1,4,18,0,6,0,3,0.4,0.4091,0.47,0,17,73,90,4.9,2,1.570345603
73,1/4/2011,1,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,0,2,2,18.1,1,6.908470395
15976,11/3/2012,4,1,11,8,0,6,0,2,0.34,0.303,0.46,0.2985,10,132,142,5.7,1,1.105924906
4560,7/13/2011,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.1045,56,194,250,8.5,1,2.555916613
3070,5/12/2011,2,0,5,19,0,4,1,2,0.6,0.6061,0.64,0.194,59,305,364,29.3,1,0.580501051
5896,9/8/2011,3,0,9,4,0,4,1,2,0.62,0.5455,0.94,0.0896,0,3,3,48.1,2,13.57888502
8033,12/6/2011,4,0,12,8,0,2,1,2,0.46,0.4545,0.94,0.194,13,401,414,7.7,1,1.953511767
15723,10/22/2012,4,1,10,7,0,1,1,1,0.38,0.3939,0.66,0.0896,15,437,452,8.5,1,2.568702848
15491,10/12/2012,4,1,10,15,0,5,1,1,0.52,0.5,0.42,0.4478,138,317,455,8.5,1,2.034857448
7899,11/30/2011,4,0,11,18,0,3,1,1,0.34,0.303,0.49,0.3284,7,369,376,7.5,1,2.446704363
10235,3/7/2012,1,1,3,12,0,3,1,1,0.44,0.4394,0.38,0.3881,40,175,215,3.7,1,0.973530284
6544,10/5/2011,4,0,10,5,0,3,1,1,0.44,0.4394,0.82,0.1343,3,29,32,8.9,1,2.388924376
2517,4/19/2011,2,0,4,18,0,2,1,2,0.54,0.5152,0.64,0.1343,44,377,421,30.8,2,5.74588693
12950,6/28/2012,3,1,6,18,0,4,1,1,0.86,0.7273,0.25,0.2239,100,597,697,11,1,3.177515828
8476,12/24/2011,1,0,12,19,0,6,0,1,0.3,0.3182,0.52,0.0896,1,24,25,19.3,1,2.754225994
9726,2/15/2012,1,1,2,4,0,3,1,1,0.28,0.2879,0.7,0.1045,0,1,1,24,1,12.56197472
2351,4/12/2011,2,0,4,20,0,2,1,2,0.42,0.4242,0.82,0.2836,9,94,103,5.3,1,1.62683636
10478,3/17/2012,1,1,3,16,0,6,0,1,0.64,0.6212,0.5,0,367,318,685,17.5,1,2.525561863
16843,12/9/2012,4,1,12,13,0,0,0,2,0.38,0.3939,0.87,0.2836,65,220,285,16,1,4.214720535
12407,6/6/2012,2,1,6,3,0,3,1,1,0.46,0.4545,0.82,0,0,8,8,9.7,1,2.161872327
1510,3/8/2011,1,0,3,6,0,2,1,1,0.2,0.2576,0.59,0,3,42,45,7.3,1,1.652581673
3159,5/16/2011,2,0,5,12,0,1,1,1,0.66,0.6212,0.54,0.0896,72,137,209,95,2,21.62314622
7290,11/5/2011,4,0,11,8,0,6,0,1,0.28,0.2576,0.56,0.3284,4,80,84,6,1,1.606333138
4284,7/2/2011,3,0,7,9,0,6,0,1,0.74,0.6667,0.51,0.0896,55,124,179,12.5,1,3.512070132
4519,7/12/2011,3,0,7,4,0,2,1,1,0.7,0.6667,0.79,0.1642,0,6,6,8.9,1,4.018898387
975,2/13/2011,1,0,2,6,0,0,0,2,0.2,0.2121,0.69,0.1343,2,3,5,6.5,1,1.034049614
6930,10/21/2011,4,0,10,8,0,5,1,1,0.4,0.4091,0.62,0.194,16,386,402,10.1,1,3.060849433
13693,7/29/2012,3,1,7,17,0,0,0,1,0.82,0.7424,0.41,0.1642,164,367,531,3.7,1,0.596263902
5440,8/19/2011,3,0,8,13,0,5,1,2,0.76,0.7121,0.62,0.194,63,169,232,10.1,1,3.057808201
9919,2/23/2012,1,1,2,7,0,4,1,1,0.36,0.3485,0.81,0.2239,9,317,326,8,2,1.501041393
5781,9/3/2011,3,0,9,7,0,6,0,1,0.62,0.5909,0.73,0.194,5,33,38,10.5,2,3.062338698
13261,7/11/2012,3,1,7,17,0,3,1,1,0.8,0.697,0.31,0.2239,90,740,830,6,1,1.3640307
10611,3/23/2012,2,1,3,5,0,5,1,2,0.5,0.4848,0.94,0,5,29,34,4,1,0.702654126
1198,2/22/2011,1,0,2,22,0,2,1,1,0.16,0.1515,0.43,0.2537,1,76,77,7,1,1.217388471
11394,4/24/2012,2,1,4,22,0,2,1,1,0.44,0.4394,0.35,0.1045,8,149,157,8.5,1,2.769685112
4855,7/26/2011,3,0,7,4,0,2,1,1,0.68,0.6364,0.88,0.1642,0,6,6,18.5,1,8.229284925
12753,6/20/2012,2,1,6,13,0,3,1,1,0.86,0.7879,0.44,0.1045,48,163,211,17.7,1,7.576135752
11893,5/15/2012,2,1,5,17,0,2,1,1,0.68,0.6364,0.65,0.1045,75,603,678,6.5,1,1.44963986
855,2/8/2011,1,0,2,1,0,2,1,2,0.28,0.3182,0.87,0,0,4,4,9.5,1,2.381594229
8995,1/15/2012,1,1,1,15,0,0,0,1,0.22,0.2273,0.27,0.194,33,173,206,6.5,1,1.702281987
10244,3/7/2012,1,1,3,21,0,3,1,1,0.44,0.4394,0.62,0.2537,11,177,188,5.5,5,1.076246454
671,1/31/2011,1,0,1,6,0,1,1,1,0.16,0.1364,0.69,0.3284,0,37,37,7.3,1,1.26697155
1843,3/22/2011,2,0,3,12,0,2,1,1,0.46,0.4545,0.47,0.2537,35,86,121,5.3,2,1.655015459
7180,10/31/2011,4,0,10,18,0,1,1,1,0.4,0.4091,0.66,0.0896,30,392,422,4.9,1,1.228240499
7336,11/7/2011,4,0,11,6,0,1,1,2,0.28,0.3182,0.93,0,2,97,99,4.9,1,1.352154486
1368,3/2/2011,1,0,3,6,0,3,1,1,0.22,0.2121,0.55,0.2537,1,39,40,14,1,4.38136062
13731,7/31/2012,3,1,7,7,0,2,1,1,0.68,0.6364,0.83,0.2239,21,492,513,6.9,1,2.117471292
13933,8/8/2012,3,1,8,17,0,3,1,2,0.8,0.7576,0.55,0.2836,107,751,858,7.3,1,2.093548374
10708,3/27/2012,2,1,3,6,0,2,1,1,0.22,0.2273,0.37,0.194,5,96,101,7.5,1,2.418569453
910,2/10/2011,1,0,2,10,0,4,1,1,0.12,0.1061,0.42,0.2985,1,34,35,7.3,1,1.765593177
6227,9/22/2011,3,0,9,0,0,4,1,1,0.6,0.5152,0.94,0.1045,11,30,41,10.5,5,3.166959481
2403,4/15/2011,2,0,4,0,1,5,0,1,0.44,0.4394,0.67,0,6,21,27,17.3,1,4.419739504
4381,7/6/2011,3,0,7,10,0,3,1,3,0.7,0.6667,0.79,0.0896,13,30,43,5.7,1,1.101228697
5438,8/19/2011,3,0,8,11,0,5,1,2,0.72,0.6818,0.66,0.0896,45,120,165,8.9,1,2.865136695
13830,8/4/2012,3,1,8,10,0,6,0,1,0.82,0.7727,0.57,0.194,108,288,396,8,1,0.814799401
6035,9/14/2011,3,0,9,0,0,3,1,1,0.62,0.5909,0.78,0.0896,5,28,33,16.5,1,5.581093567
3914,6/16/2011,2,0,6,23,0,4,1,3,0.6,0.5606,0.83,0.2537,2,14,16,6.9,1,1.215024857
10105,3/2/2012,1,1,3,2,0,5,1,1,0.34,0.3182,0.53,0.2836,2,4,6,15.7,1,6.900696005
961,2/12/2011,1,0,2,15,0,6,0,1,0.34,0.303,0.29,0.4179,47,127,174,9.5,5,4.67854838
14442,8/29/2012,3,1,8,22,0,3,1,1,0.66,0.6212,0.54,0,50,185,235,15.5,1,3.388959616
6286,9/24/2011,4,0,9,11,0,6,0,2,0.62,0.5758,0.83,0.0896,118,268,386,8.1,5,2.118601913
11192,4/16/2012,2,1,4,12,1,1,0,1,0.68,0.6364,0.57,0.2537,75,196,271,5.3,1,1.839124731
1089,2/18/2011,1,0,2,2,0,5,1,1,0.44,0.4394,0.72,0.2836,2,5,7,57.33,1,20.30752105
7883,11/30/2011,4,0,11,2,0,3,1,1,0.32,0.3182,0.7,0.1642,0,5,5,21,3,4.960186223
59,1/3/2011,1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,8,53,61,6.5,5,1.425374897
4301,7/3/2011,3,0,7,2,0,0,0,1,0.7,0.6515,0.58,0.194,19,50,69,8.1,1,1.666686058
9625,2/10/2012,1,1,2,23,0,5,1,2,0.3,0.3182,0.7,0.0896,1,64,65,6.5,1,2.289997282
2518,4/19/2011,2,0,4,19,0,2,1,2,0.5,0.4848,0.72,0.194,28,248,276,13,1,3.452660394
12377,6/4/2012,2,1,6,21,0,1,1,1,0.58,0.5455,0.49,0.2537,40,225,265,18.5,1,4.297744799
11725,5/8/2012,2,1,5,17,0,2,1,2,0.64,0.6061,0.69,0.2836,77,640,717,12.9,2,2.17995942
10801,3/31/2012,2,1,3,3,0,6,0,1,0.4,0.4091,0.82,0.2537,10,21,31,12,5,3.603578297
8804,1/7/2012,1,1,1,15,0,6,0,1,0.58,0.5455,0.37,0.2985,132,317,449,13,1,2.708905558
5813,9/4/2011,3,0,9,15,0,0,0,1,0.78,0.7576,0.66,0.2836,218,192,410,4.5,1,0.872720663
463,1/21/2011,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68,7,1,1.526468384
5501,8/22/2011,3,0,8,2,0,1,1,2,0.7,0.6515,0.65,0.1045,2,6,8,5.5,1,1.112205421
974,2/13/2011,1,0,2,4,0,0,0,2,0.2,0.2121,0.69,0.1642,0,2,2,14.1,1,5.208296262
552,1/25/2011,1,0,1,4,0,2,1,1,0.14,0.1667,0.74,0.1045,0,1,1,7.3,1,3.06844257
1321,2/28/2011,1,0,2,7,0,1,1,2,0.36,0.3636,0.93,0.1045,2,90,92,3,1,0.538803337
15789,10/25/2012,4,1,10,1,0,4,1,1,0.58,0.5455,0.68,0,6,22,28,5.5,1,1.03731896
5297,8/13/2011,3,0,8,14,0,6,0,1,0.74,0.697,0.7,0.2537,113,146,259,8.5,1,1.871638397
7311,11/6/2011,4,0,11,5,0,0,0,1,0.24,0.2424,0.87,0.1343,0,5,5,7.7,1,2.272462759
15028,9/23/2012,4,1,9,8,0,0,0,1,0.48,0.4697,0.55,0.3582,38,137,175,4.1,2,1.230307349
17331,12/29/2012,1,1,12,23,0,6,0,2,0.26,0.2424,0.6,0,0,32,32,16.5,2,6.1882154
16524,11/26/2012,4,1,11,5,0,1,1,1,0.22,0.2273,0.69,0.1642,0,41,41,12.1,5,4.151241053
6252,9/23/2011,4,0,9,1,0,5,1,2,0.6,0.5,1,0,2,29,31,8.5,5,2.217831768
6311,9/25/2011,4,0,9,12,0,0,0,2,0.66,0.6061,0.78,0,143,270,413,3.7,2,0.986625622
16396,11/20/2012,4,1,11,21,0,2,1,1,0.36,0.3788,0.71,0,14,143,157,7.1,1,2.496166987
6993,10/23/2011,4,0,10,23,0,0,0,1,0.42,0.4242,0.77,0.1642,18,31,49,10.1,3,2.740502032
13531,7/22/2012,3,1,7,23,0,0,0,1,0.68,0.6364,0.79,0.1642,33,90,123,6.5,1,1.893861762
8576,12/29/2011,1,0,12,2,0,4,1,1,0.2,0.2273,0.51,0.1045,0,3,3,18.1,3,5.674745035
13330,7/14/2012,3,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,269,363,632,6.5,3,1.549329977
924,2/11/2011,1,0,2,0,0,5,1,1,0.1,0.1364,0.49,0.1045,2,12,14,3.3,1,0.313283793
2652,4/25/2011,2,0,4,9,0,1,1,1,0.6,0.5606,0.83,0.1343,27,147,174,8.9,3,3.781449798
12829,6/23/2012,3,1,6,17,0,6,0,1,0.82,0.7121,0.26,0.2537,214,316,530,6.9,1,2.837229968
10555,3/20/2012,1,1,3,21,0,2,1,1,0.56,0.5303,0.73,0,38,239,277,14,1,6.384230398
2505,4/19/2011,2,0,4,6,0,2,1,2,0.48,0.4697,0.67,0,2,63,65,11,5,3.604943871
2354,4/12/2011,2,0,4,23,0,2,1,2,0.4,0.4091,0.94,0.2537,8,31,39,15.5,1,4.393790418
2453,4/17/2011,2,0,4,2,0,0,0,1,0.4,0.4091,0.62,0.194,4,25,29,6.9,2,2.421008822
2648,4/25/2011,2,0,4,5,0,1,1,2,0.46,0.4545,1,0,3,14,17,7,5,1.131718444
316,1/14/2011,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,9.7,5,3.242980231
549,1/25/2011,1,0,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,3,6,9,9.5,1,1.739856507
1564,3/10/2011,1,0,3,14,0,4,1,3,0.44,0.4394,0,0.2985,0,12,12,8,3,1.883140737
7535,11/15/2011,4,0,11,13,0,2,1,3,0.54,0.5152,0.6,0.2239,21,132,153,8,1,1.858115202
6111,9/17/2011,3,0,9,4,0,6,0,1,0.46,0.4545,0.72,0.1343,1,4,5,8.5,1,2.11326599
10782,3/30/2012,2,1,3,8,0,5,1,1,0.32,0.3182,0.66,0.1642,38,555,593,4.5,1,1.296018878
15625,10/18/2012,4,1,10,5,0,4,1,1,0.44,0.4394,0.82,0.2239,1,41,42,10.5,5,1.087155338
9786,2/17/2012,1,1,2,16,0,5,1,1,0.42,0.4242,0.32,0.2985,56,251,307,6.9,1,2.278082351
10966,4/7/2012,2,1,4,1,0,6,0,1,0.4,0.4091,0.28,0.2537,9,60,69,9.3,6,3.006835826
6827,10/17/2011,4,0,10,0,0,1,1,1,0.54,0.5152,0.56,0.3284,12,25,37,21,2,7.609804643
5025,8/2/2011,3,0,8,6,0,2,1,1,0.68,0.6364,0.69,0.1045,12,105,117,7.3,5,1.758165316
16974,12/15/2012,4,1,12,0,0,6,0,1,0.3,0.3333,0.7,0,4,90,94,9,1,1.896360146
4339,7/4/2011,3,0,7,16,1,1,0,1,0.82,0.7424,0.41,0,236,216,452,57.33,1,21.62705572
16012,11/4/2012,4,1,11,20,0,0,0,1,0.32,0.2879,0.53,0.3582,7,134,141,12.5,2,2.044592646
16171,11/11/2012,4,1,11,12,0,0,0,1,0.5,0.4848,0.48,0.0896,195,390,585,8.1,1,2.893116459
4644,7/17/2011,3,0,7,9,0,0,0,1,0.72,0.6667,0.58,0.2239,74,110,184,5,1,0.765786464
8559,12/28/2011,1,0,12,9,0,3,1,1,0.32,0.303,0.57,0.3284,18,171,189,7,5,1.108706176
2543,4/20/2011,2,0,4,20,0,3,1,1,0.68,0.6212,0.32,0.1045,31,194,225,13.7,5,5.701447667
8663,1/1/2012,1,1,1,17,0,0,0,2,0.48,0.4697,0.48,0.1642,36,75,111,12.5,5,6.125237245
9557,2/8/2012,1,1,2,3,0,3,1,1,0.26,0.303,0.65,0,0,1,1,8.5,1,2.494215684
3097,5/13/2011,2,0,5,22,0,5,1,2,0.52,0.5,0.83,0.2239,25,107,132,2.5,1,0.105768368
12721,6/19/2012,2,1,6,5,0,2,1,2,0.6,0.5758,0.78,0.194,3,34,37,6.9,0,2.151875507
103,1/5/2011,1,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,12,34,46,33.7,1,9.779430412
16279,11/16/2012,4,1,11,0,0,5,1,2,0.32,0.3333,0.66,0.1045,7,58,65,10,1,2.595865387
15828,10/26/2012,4,1,10,16,0,5,1,2,0.58,0.5455,0.73,0.1642,137,445,582,14.5,2,5.698992475
2836,5/3/2011,2,0,5,1,0,2,1,2,0.56,0.5303,0.78,0.2537,0,14,14,7.3,4,2.316832791
12341,6/3/2012,2,1,6,9,0,0,0,1,0.6,0.6212,0.46,0.194,70,230,300,14.1,2,4.425454402
5638,8/28/2011,3,0,8,8,0,0,0,3,0.62,0.5758,0.83,0.4179,2,6,8,21.5,1,6.534874573
13423,7/18/2012,3,1,7,11,0,3,1,1,0.9,0.8485,0.42,0,47,136,183,6.5,5,1.862938964
284,1/13/2011,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,13.5,1,4.43578796
8755,1/5/2012,1,1,1,14,0,4,1,1,0.34,0.3182,0.39,0.2836,13,104,117,2.5,1,0.038817604
4126,6/25/2011,3,0,6,19,0,6,0,1,0.72,0.6667,0.48,0.2836,121,254,375,5.7,1,1.439987764
5488,8/21/2011,3,0,8,13,0,0,0,1,0.8,0.7727,0.59,0.4179,94,216,310,15.5,6,4.066137778
4271,7/1/2011,3,0,7,20,0,5,1,1,0.72,0.6515,0.42,0.2239,84,185,269,6,1,0.981951467
7662,11/20/2011,4,0,11,20,0,0,0,2,0.52,0.5,0.68,0.1045,23,90,113,25.47,1,9.280468549
13859,8/5/2012,3,1,8,15,0,0,0,1,0.9,0.8182,0.37,0.5224,164,286,450,4.9,1,1.569441795
3149,5/16/2011,2,0,5,2,0,1,1,1,0.5,0.4848,1,0.0896,4,9,13,20.9,2,12.08252924
6824,10/16/2011,4,0,10,21,0,0,0,1,0.54,0.5152,0.52,0.3881,14,88,102,3.5,2,0.430004676
3286,5/21/2011,2,0,5,19,0,6,0,1,0.68,0.6364,0.47,0.1642,117,184,301,26,1,12.51302002
10935,4/5/2012,2,1,4,18,0,4,1,1,0.5,0.4848,0.31,0.1045,80,618,698,8.5,1,2.867853453
1308,2/27/2011,1,0,2,16,0,0,0,1,0.48,0.4697,0.44,0.1642,98,170,268,6.1,2,0.759763933
2483,4/18/2011,2,0,4,8,0,1,1,1,0.46,0.4545,0.63,0,20,277,297,5.3,1,0
2038,3/30/2011,2,0,3,18,0,3,1,2,0.26,0.2576,0.93,0.2239,6,79,85,8.9,1,2.929601658
7198,11/1/2011,4,0,11,12,0,2,1,1,0.5,0.4848,0.48,0.0896,23,153,176,2.9,1,0.223551285
14880,9/17/2012,3,1,9,4,0,1,1,1,0.5,0.4848,0.77,0,2,9,11,6,1,1.135148022
15487,10/12/2012,4,1,10,11,0,5,1,1,0.54,0.5152,0.37,0.3582,61,252,313,3.5,1,0.585193546
11940,5/17/2012,2,1,5,16,0,4,1,1,0.66,0.6212,0.31,0.194,86,344,430,4.1,5,0.644459074
3791,6/11/2011,2,0,6,20,0,6,0,1,0.68,0.6364,0.74,0.2537,95,180,275,4.5,1,1.448733975
14921,9/18/2012,3,1,9,21,0,2,1,2,0.6,0.5455,0.88,0.194,21,186,207,10.5,1,3.795090284
17035,12/17/2012,4,1,12,13,0,1,1,2,0.4,0.4091,0.87,0.1343,16,194,210,17.5,1,5.782511638
13907,8/7/2012,3,1,8,15,0,2,1,1,0.8,0.7424,0.52,0,100,206,306,3.7,2,0.763754703
5462,8/20/2011,3,0,8,11,0,6,0,1,0.72,0.6667,0.58,0,115,223,338,5.5,1,0.938502567
6339,9/26/2011,4,0,9,16,0,1,1,1,0.7,0.6515,0.65,0.1642,74,239,313,7.7,1,2.105000637
3765,6/10/2011,2,0,6,18,0,5,1,1,0.8,0.7727,0.59,0.2239,96,367,463,8.5,1,2.043724254
16533,11/26/2012,4,1,11,14,0,1,1,1,0.42,0.4242,0.35,0,51,177,228,6.5,1,2.832828754
9997,2/26/2012,1,1,2,13,0,0,0,1,0.32,0.3333,0.36,0,58,267,325,7.5,1,1.35771537
997,2/14/2011,1,0,2,4,0,1,1,1,0.32,0.303,0.53,0.2836,0,2,2,5.5,2,0.914557174
420,1/19/2011,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,4,1,0.584666984
8982,1/15/2012,1,1,1,2,0,0,0,2,0.16,0.1364,0.47,0.2836,5,38,43,5.7,3,1.230981959
16613,11/29/2012,4,1,11,23,0,4,1,1,0.28,0.3182,0.61,0,6,124,130,6.1,1,1.081382182
1954,3/27/2011,2,0,3,4,0,0,0,3,0.18,0.197,0.74,0.1642,1,5,6,3.7,1,0.909765408
9948,2/24/2012,1,1,2,12,0,5,1,2,0.4,0.4091,0.76,0.1343,27,201,228,9.7,1,2.935978583
16941,12/13/2012,4,1,12,15,0,4,1,1,0.36,0.3485,0.34,0.1343,40,240,280,9.3,1,1.389273383
15895,10/30/2012,4,1,10,23,0,2,1,1,0.3,0.303,0.81,0.1343,3,36,39,5,1,1.345994955
8359,12/19/2011,4,0,12,22,0,1,1,2,0.36,0.3485,0.57,0.1642,12,95,107,7.3,1,1.425858729
875,2/8/2011,1,0,2,21,0,2,1,1,0.14,0.1061,0.33,0.4627,8,46,54,12.5,1,5.486967391
9405,2/1/2012,1,1,2,18,0,3,1,1,0.56,0.5303,0.46,0.1642,12,514,526,9.3,1,2.369348702
4329,7/4/2011,3,0,7,6,1,1,0,1,0.64,0.5758,0.89,0.1642,5,11,16,3.7,5,2.486523865
10462,3/17/2012,1,1,3,0,0,6,0,2,0.44,0.4394,0.94,0.0896,13,87,100,17.5,1,5.179998212
5863,9/6/2011,3,0,9,18,0,2,1,2,0.54,0.5152,0.88,0.3881,22,351,373,4.5,1,0.873804096
12571,6/12/2012,2,1,6,23,0,2,1,3,0.66,0.5909,0.94,0.2239,11,78,89,9.5,1,1.332270659
17008,12/16/2012,4,1,12,10,0,0,0,2,0.36,0.3485,0.87,0.1343,42,215,257,13.3,1,2.453327705
10312,3/10/2012,1,1,3,17,0,6,0,1,0.36,0.3788,0.23,0,104,250,354,5.3,2,1.747864791
5312,8/14/2011,3,0,8,5,0,0,0,2,0.64,0.5606,0.94,0.1642,1,9,10,8.1,1,2.596044651
17371,12/31/2012,1,1,12,15,0,1,1,2,0.28,0.2879,0.45,0.1343,69,246,315,4.5,1,0.519368282
6355,9/27/2011,4,0,9,8,0,2,1,2,0.64,0.5758,0.89,0.1045,27,400,427,10.1,1,3.144232794
2261,4/9/2011,2,0,4,1,0,6,0,2,0.3,0.303,0.87,0.1343,3,17,20,5,3,0.885537692
7976,12/3/2011,4,0,12,23,0,6,0,1,0.3,0.303,0.7,0.1343,12,73,85,33.07,1,9.573126107
1655,3/14/2011,1,0,3,12,0,1,1,1,0.38,0.3939,0.37,0,40,54,94,26.5,1,13.37251657
13435,7/18/2012,3,1,7,23,0,3,1,1,0.76,0.7121,0.58,0.0896,19,112,131,8.9,6,3.715796035
5367,8/16/2011,3,0,8,12,0,2,1,1,0.76,0.6818,0.48,0.3284,42,120,162,8,2,1.025175606
15288,10/4/2012,4,1,10,4,0,4,1,2,0.64,0.5758,0.89,0,0,10,10,5.3,1,1.050975666
12157,5/26/2012,2,1,5,17,0,6,0,2,0.78,0.7121,0.52,0.2537,235,227,462,6.5,1,2.688216421
7302,11/5/2011,4,0,11,20,0,6,0,1,0.32,0.3485,0.66,0,29,136,165,16,1,4.961231612
2329,4/11/2011,2,0,4,22,0,1,1,2,0.64,0.6212,0.5,0.2836,25,66,91,24.5,1,10.61319963
13264,7/11/2012,3,1,7,20,0,3,1,1,0.74,0.6667,0.51,0.1642,73,410,483,8.5,6,1.515094253
14654,9/7/2012,3,1,9,18,0,5,1,1,0.76,0.7121,0.62,0.2985,95,697,792,7.5,1,2.635538286
10656,3/25/2012,2,1,3,2,0,0,0,3,0.42,0.4242,1,0.2985,6,29,35,6,3,1.590831915
1992,3/28/2011,2,0,3,20,0,1,1,1,0.32,0.3333,0.22,0.1045,5,107,112,3.7,1,0.729541939
6448,10/1/2011,4,0,10,5,0,6,0,2,0.44,0.4394,0.62,0.2985,1,4,5,6.1,2,1.09095529
6810,10/16/2011,4,0,10,7,0,0,0,1,0.4,0.4091,0.62,0.1343,9,39,48,5.5,1,1.295729963
2242,4/8/2011,2,0,4,6,0,5,1,2,0.34,0.3636,0.87,0,2,33,35,17.5,6,5.634462902
12994,6/30/2012,3,1,6,14,0,6,0,1,0.88,0.7727,0.3,0.2537,114,295,409,5.7,5,2.18220763
4418,7/7/2011,3,0,7,23,0,4,1,1,0.72,0.6818,0.66,0,31,98,129,27.3,1,9.758828834
3750,6/10/2011,2,0,6,3,0,5,1,1,0.68,0.6364,0.69,0.1642,3,3,6,7.7,1,0
6822,10/16/2011,4,0,10,19,0,0,0,1,0.54,0.5152,0.52,0.3881,52,181,233,35.3,4,10.5069156
15538,10/14/2012,4,1,10,14,0,0,0,1,0.66,0.6212,0.39,0.4179,249,368,617,25,2,8.053632854
13986,8/10/2012,3,1,8,22,0,5,1,1,0.72,0.697,0.74,0.2836,50,168,218,10.5,1,3.158158693
12862,6/25/2012,3,1,6,2,0,1,1,1,0.7,0.6515,0.7,0.2239,4,10,14,16.5,2,3.553663758
6770,10/14/2011,4,0,10,15,0,5,1,1,0.62,0.6212,0.43,0.2836,61,169,230,5,1,0.947821263
7998,12/4/2011,4,0,12,21,0,0,0,1,0.36,0.3636,0.81,0.1045,7,65,72,57.33,2,21.42249401
6665,10/10/2011,4,0,10,6,1,1,0,1,0.44,0.4394,0.94,0,5,39,44,7.7,1,1.88502226
16855,12/10/2012,4,1,12,1,0,1,1,2,0.36,0.3788,1,0,0,4,4,7.7,1,1.81586294
12414,6/6/2012,2,1,6,10,0,3,1,1,0.6,0.6212,0.46,0.0896,55,148,203,9.3,1,2.667791284
4297,7/2/2011,3,0,7,22,0,6,0,1,0.72,0.6667,0.51,0.1642,78,123,201,7.7,1,2.418632679
12566,6/12/2012,2,1,6,18,0,2,1,1,0.68,0.6364,0.83,0.194,57,596,653,5.3,2,1.302490746
2589,4/22/2011,2,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2239,4,47,51,6.9,1,1.674507976
16087,11/7/2012,4,1,11,23,0,3,1,3,0.28,0.2727,0.65,0.2239,3,37,40,7.3,1,1.906295362
7545,11/15/2011,4,0,11,23,0,2,1,2,0.46,0.4545,0.94,0.1045,14,66,80,9.3,2,3.553260111
3948,6/18/2011,2,0,6,9,0,6,0,1,0.7,0.6515,0.61,0.2239,62,156,218,6.5,1,2.528695245
16416,11/21/2012,4,1,11,17,0,3,1,1,0.4,0.4091,0.4,0.1642,41,333,374,11.7,1,5.707366953
12335,6/3/2012,2,1,6,3,0,0,0,1,0.52,0.5,0.63,0.1045,16,34,50,33.5,1,9.940587856
